,CourseId,CourseName,ClassSection,Theoretical,PracticalType,PracticalTypes,Gender,ClassGroup,Rest,timeClass,ExamTime,DateExam,ProfessorName,Grouping
52,11032,آزمايشگاه فيزيك (2)  ,کارشناسي,  0,  1,پايه,مختلط, ,0,شنبـــــه15:30 14:00,00:00,"
  /  /  
",شايگان مهر سيده مينا, —— 
53,11034,آزمايشگاه فيزيك (2)  ,کارشناسي,  0,  1,پايه,مختلط, ,0,يکشنـــبه15:30 14:00,00:00,"
  /  /  
",حاج اكبري فاطمه, —— 
54,11036,آزمايشگاه فيزيك (2)  ,کارشناسي,  0,  1,پايه,مختلط, ,0,يکشنـــبه15:30 14:00,00:00,"
  /  /  
",آقازاده مريم, —— 
55,11038,آزمايشگاه فيزيك (2)  ,کارشناسي,  0,  1,پايه,مختلط, ,0,دوشـــنبه15:30 14:00,00:00,"
  /  /  
",حاج اكبري فاطمه, —— 
56,11040,آزمايشگاه فيزيك (2)  ,کارشناسي,  0,  1,پايه,مختلط, ,0,دوشـــنبه15:30 14:00,00:00,"
  /  /  
",آقازاده مريم, —— 
57,11042,آزمايشگاه فيزيك (2)  ,کارشناسي,  0,  1,پايه,مختلط, ,1,سه شنبــه15:30 14:00,00:00,"
  /  /  
",آقازاده مريم, —— 
58,11044,آزمايشگاه فيزيك (2)  ,کارشناسي,  0,  1,پايه,مختلط, ,2,چهار شنبه15:30 14:00,00:00,"
  /  /  
",هژبري عليرضا, —— 
59,11046,آزمايشگاه فيزيك (2)  ,کارشناسي,  0,  1,پايه,مختلط, ,0,چهار شنبه15:30 14:00,00:00,"
  /  /  
",طالب تاش محمدرحيم, —— 
60,91368,آزمايشگاه مدارهاي الكتريكي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,-1,يکشنـــبه17:15 15:45,00:00,"
  /  /  
",اسلامي سيد علي, —— 
61,91370,آزمايشگاه مدارهاي الكتريكي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0,يکشنـــبه17:15 15:45,00:00,"
  /  /  
",چوپاني قلعه رودخاني كيوان, —— 
62,91390,آزمايشگاه مدارهاي الكتريكي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0,يکشنـــبه15:30 14:00,00:00,"
  /  /  
",اسلامي سيد علي, —— 
63,91471,آزمايشگاه مدارهاي الكتريكي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,2,چهار شنبه17:15 15:45,00:00,"
  /  /  
",امجديان محسن, —— 
64,91383,آزمايشگاه مهندسي نرم افزار  ,کارشناسي,  0,  1,تخصصي,مختلط, ,1,سه شنبــه09:30 08:00,00:00,"
  /  /  
",تركاشوند آتنا, —— 
65,11581,آشنايي بامباني دفاع مقدس  ,کارشناسي,  2,  0,--,برادر, ,2,پنج شنـبه19:00 17:30 کلاس 307f,16:30,"
31/03/99
",وروائي عبدالحسين, —— 
66,10584,آشنايي بامباني دفاع مقدس  ,کارشناسي,  2,  0,--,برادر, ,0,دوشـــنبه15:30 14:00 کلاس 3علوم,16:30,"
31/03/99
",نامي محمدرضا, —— 
67,11192,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,15,سه شنبــه10:15 08:00 کلاس 114b,08:00,"
04/04/99
",مغناطيسي زهرا, —— 
68,11194,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 206علوم,08:00,"
04/04/99
",خدابين مرتضي, —— 
69,11196,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,20,يکشنـــبه10:15 08:00 کلاس 114b,08:00,"
04/04/99
",مغناطيسي زهرا, —— 
70,91369,آزمايشگاه مدارهاي الكتريكي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0,شنبـــــه09:30 08:00,00:00,"
  /  /  
",الياسي علي, —— 
71,91371,آزمايشگاه مدارهاي الكتريكي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0,يکشنـــبه11:30 10:15,00:00,"
  /  /  
",چوپاني قلعه رودخاني كيوان, —— 
72,91470,آزمايشگاه مدارهاي الكتريكي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,1,چهار شنبه15:30 14:00,00:00,"
  /  /  
",امجديان محسن, —— 
73,91511,آزمايشگاه مدارهاي الكتريكي  ,کارشناسي,  0,  1,تخصصي,مختلط, ,4,چهار شنبه11:15 09:45,00:00,"
  /  /  
",يزدان پناه گوهرريزي آرش, —— 
74,91384,آزمايشگاه مهندسي نرم افزار  ,کارشناسي,  0,  1,تخصصي,مختلط, ,0,سه شنبــه11:00 09:30,00:00,"
  /  /  
",تركاشوند آتنا, —— 
75,10581,آشنايي بامباني دفاع مقدس  ,کارشناسي,  2,  0,--,برادر, ,0,پنج شنـبه13:00 11:30 کلاس 307f,16:30,"
31/03/99
",وروائي عبدالحسين, —— 
76,11619,آشنايي بامباني دفاع مقدس  ,کارشناسي,  2,  0,--,برادر, ,0,چهار شنبه17:15 15:45 کلاس 4علوم,16:30,"
31/03/99
",گوديني محمدحسين, —— 
77,11193,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,13,سه شنبــه12:45 10:30 کلاس 114b,08:00,"
04/04/99
",مغناطيسي زهرا, —— 
78,11195,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,1,چهار شنبه19:00 16:30 کلاس a5,08:00,"
04/04/99
",وزيري زهره, —— 
79,11197,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,6,يکشنـــبه12:45 10:30 کلاس 114b,08:00,"
04/04/99
",مغناطيسي زهرا, —— 
80,11198,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 4علوم,08:00,"
04/04/99
",خدابين مرتضي, —— 
81,11201,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 4علوم,08:00,"
04/04/99
",خدابين مرتضي, —— 
82,91220,اصول طراحي كامپايلر  ,کارشناسي,  3,  0,--,مختلط, ,6,سه شنبــه16:15 14:00 کلاس 301f,08:00,"
25/03/99
",الماسي ساناز, —— 
83,91222,اصول طراحي كامپايلر  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 301f,08:00,"
25/03/99
",باغباني مجتبي, —— 
84,91508,اصول طراحي كامپايلر  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس 103f,08:00,"
25/03/99
",باغباني مجتبي, —— 
85,91505,اقتصاد مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,16,دوشـــنبه19:00 16:45 کلاس 116b,14:00,"
25/03/99
",احمدي رضا, —— 
86,91293,اقتصاد مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,1,پنج شنـبه12:45 10:30 کلاس 301f,14:00,"
25/03/99
",باقري نخجوانلو بشير, —— 
87,91412,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",اسبقي شبنم, —— 
88,91414,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",باستان فرد اعظم, —— 
89,91416,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",خليليان مجيد, —— 
90,11200,آمارواحتمالات مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,14,شنبـــــه10:15 08:00 کلاس a6,08:00,"
04/04/99
",مغناطيسي زهرا, —— 
91,91219,اصول طراحي كامپايلر  ,کارشناسي,  3,  0,--,مختلط, ,10,سه شنبــه10:15 08:00 کلاس 303f,08:00,"
25/03/99
",الماسي ساناز, —— 
92,91221,اصول طراحي كامپايلر  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه18:45 16:30 کلاس 102f,08:00,"
25/03/99
",باغباني مجتبي, —— 
93,91223,اصول طراحي كامپايلر  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه18:45 16:30 کلاس 301f,08:00,"
25/03/99
",باغباني مجتبي, —— 
94,91514,اقتصاد مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,4,يکشنـــبه16:15 14:00 کلاس 6علوم,10:30,"
03/04/99
",نصيري كاشاني كاظم, —— 
95,91292,اقتصاد مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,2,پنج شنـبه10:15 08:00 کلاس 301f,14:00,"
25/03/99
",باقري نخجوانلو بشير, —— 
96,91294,اقتصاد مهندسي  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 301f,14:00,"
25/03/99
",باقري نخجوانلو بشير, —— 
97,91413,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",اميني امينه, —— 
98,91415,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",پيشوايي عبدالرضا, —— 
99,91417,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",صالحي فريبا, —— 
100,91418,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",صبوحي هادي, —— 
101,91420,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",محمدزاده جواد, —— 
102,91422,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",نحوي بهناز, —— 
103,91481,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",سرشار محمدرضا, —— 
104,91492,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",اسبقي شبنم, —— 
105,91524,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",صبوحي هادي, —— 
106,91485,روش پژوهش و ارائه  ,کارشناسي,  2,  0,--,مختلط, ,15,دوشـــنبه17:15 15:45 کلاس 303f,14:00,"
27/03/99
",سيدمسگري شاهين, —— 
107,91309,روش پژوهش و ارائه  ,کارشناسي,  2,  0,--,مختلط, ,1,دوشـــنبه09:30 08:00 کلاس 117b,14:00,"
27/03/99
",سيدمسگري شاهين, —— 
108,91311,روش پژوهش و ارائه  ,کارشناسي,  2,  0,--,مختلط, ,1,دوشـــنبه13:00 11:30 کلاس 117b,14:00,"
27/03/99
",سيدمسگري شاهين, —— 
109,11097,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس 114b,10:30,"
24/03/99
",رضابيك سعيده, —— 
110,91419,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",فتحي رضا, —— 
111,91421,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",احمدنائيني محمد, —— 
112,91423,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",نيك روان شلماني عليرضا, —— 
113,91454,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",باغباني مجتبي, —— 
114,91523,پروژه نرم افزار  ,کارشناسي,  0,  3,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
",اميني امينه, —— 
115,91484,روش پژوهش و ارائه  ,کارشناسي,  2,  0,--,مختلط, ,0,دوشـــنبه15:30 14:00 کلاس 303f,14:00,"
27/03/99
",سيدمسگري شاهين, —— 
116,91308,روش پژوهش و ارائه  ,کارشناسي,  2,  0,--,مختلط, ,0,يکشنـــبه15:30 14:00 کلاس 118b,14:00,"
27/03/99
",سيدمسگري شاهين, —— 
117,91310,روش پژوهش و ارائه  ,کارشناسي,  2,  0,--,مختلط, ,0,دوشـــنبه11:15 09:45 کلاس 117b,14:00,"
27/03/99
",سيدمسگري شاهين, —— 
118,11096,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه19:00 16:30 کلاس 113b,14:00,"
24/03/99
",صمدپورخليفه محله وحيد, —— 
119,11098,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه19:00 16:30 کلاس 114b,08:00,"
25/03/99
",وزيري زهره, —— 
120,11099,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه12:45 10:30 کلاس a5,16:30,"
24/03/99
",گودرزي حجت اله, —— 
121,11101,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس 114b,08:00,"
24/03/99
",حسيني سيدامير, —— 
122,11103,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس a5,14:00,"
24/03/99
",فرهاد ويولت, —— 
123,11105,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 114b,08:00,"
25/03/99
",محمودي كليان فاطمه, —— 
124,11107,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 7علوم,14:00,"
24/03/99
",شجاعي بهروز, —— 
125,11109,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس 120b,10:30,"
24/03/99
",سالكي فائزه, —— 
126,11111,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس 120b,08:00,"
24/03/99
",خلفي فريبا, —— 
127,11113,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس 120b,16:30,"
24/03/99
",كلهر امير, —— 
128,11115,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,1,چهار شنبه12:45 10:30 کلاس 120b,08:00,"
25/03/99
",ميثم منتظر, —— 
129,11117,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس 120b,16:30,"
24/03/99
",گل گويي فرزام, —— 
130,11100,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,1,پنج شنـبه19:00 16:30 کلاس a5,16:30,"
24/03/99
",گودرزي حجت اله, —— 
131,11102,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس 114b,10:30,"
24/03/99
",رحيميان محمد, —— 
132,11104,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس 114b,16:30,"
24/03/99
",محسني زاده محمدرضا, —— 
133,11106,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه19:00 16:30 کلاس 114b,16:30,"
24/03/99
",فلاح پور محسن, —— 
134,11108,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه19:00 16:30 کلاس 114b,08:00,"
24/03/99
",پيرمحمدي سميه, —— 
135,11110,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه19:00 16:30 کلاس 120b,10:30,"
24/03/99
",رزاقي حميد, —— 
136,11112,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه19:00 16:30 کلاس 120b,08:00,"
25/03/99
",يوسفي مهدي, —— 
137,11114,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 120b,14:00,"
24/03/99
",عزيزي رزا, —— 
138,11116,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه19:00 16:30 کلاس 120b,08:00,"
24/03/99
",پيرمحمدي سميه, —— 
139,10096,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 113b,14:00,"
24/03/99
",صمدپورخليفه محله وحيد, —— 
140,10099,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه10:15 08:00 کلاس a5,16:30,"
24/03/99
",گودرزي حجت اله, —— 
141,10101,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس 114b,08:00,"
24/03/99
",حسيني سيدامير, —— 
142,10103,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه10:15 08:00 کلاس a5,14:00,"
24/03/99
",فرهاد ويولت, —— 
143,10106,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,1,چهار شنبه16:15 14:00 کلاس 120b,16:30,"
24/03/99
",فلاح پور محسن, —— 
144,10110,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 120b,10:30,"
24/03/99
",رزاقي حميد, —— 
145,10114,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه10:15 08:00 کلاس 120b,14:00,"
24/03/99
",عزيزي رزا, —— 
146,10117,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس 120b,16:30,"
24/03/99
",گل گويي فرزام, —— 
147,10119,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس a3,10:30,"
24/03/99
",رضابيك سعيده, —— 
148,10121,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس 107f,16:30,"
24/03/99
",كاظمي متين رضا, —— 
149,10124,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 111b,16:30,"
29/03/99
",ميروكيلي منيرالسادات, —— 
150,10100,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,1,پنج شنـبه16:15 14:00 کلاس a6,16:30,"
24/03/99
",گودرزي حجت اله, —— 
151,10102,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 114b,10:30,"
24/03/99
",رحيميان محمد, —— 
152,10104,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 114b,16:30,"
24/03/99
",محسني زاده محمدرضا, —— 
153,10107,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه19:00 16:30 کلاس a2,16:30,"
24/03/99
",سجادي راد عليادخت, —— 
154,10113,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 120b,16:30,"
24/03/99
",كلهر امير, —— 
155,10115,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,چهار شنبه10:15 08:00 کلاس 120b,08:00,"
25/03/99
",ميثم منتظر, —— 
156,10118,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس a2,16:30,"
24/03/99
",سجادي راد عليادخت, —— 
157,10120,رياضي عمومي 1  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس a3,16:30,"
24/03/99
",مهشيد ميركيسان, —— 
158,10123,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,3,پنج شنـبه16:15 14:00 کلاس 120b,14:00,"
29/03/99
",سادات حسيني سيده بنت الهدي, —— 
159,10125,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,24,يکشنـــبه10:15 08:00 کلاس a1,10:30,"
29/03/99
",خاتمي حميدرضا, —— 
160,10126,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,16,يکشنـــبه16:15 14:00 کلاس a1,10:30,"
29/03/99
",خاتمي حميدرضا, —— 
161,10128,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس a1,08:00,"
29/03/99
",ارژنگ اصغر, —— 
162,10132,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,20,چهار شنبه16:15 14:00 کلاس 6علوم,14:00,"
29/03/99
",شجاعي بهروز, —— 
163,10134,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 114b,16:30,"
31/03/99
",يوسفي اسماعيل, —— 
164,10139,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,34,سه شنبــه10:15 08:00 کلاس a2,10:30,"
29/03/99
",خاتمي حميدرضا, —— 
165,11123,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,پنج شنـبه12:45 10:30 کلاس 120b,14:00,"
29/03/99
",صفري فرزانه, —— 
166,11125,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,3,شنبـــــه19:00 16:30 کلاس a1,16:30,"
29/03/99
",صمدپورخليفه محله وحيد, —— 
167,11127,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,0,يکشنـــبه19:00 16:30 کلاس a1,16:30,"
29/03/99
",محمودي كليان فاطمه, —— 
168,11129,رياضي عمومي 2  ,کارشناسي,  3,  0,--,مختلط, ,8,پنج شنـبه18:45 16:30 کلاس 7علوم,14:00,"
29/03/99
",شجاعي بهروز, —— 
